entry_line_key,voucher_natural_key,posting_date,voucher_type,voucher_number,voucher_entry_mode,party_ledger_name,gst_registration_name,company_state,ledger_name,credit_period,ledger_group_name,primary_group_name,is_party_ledger_line,has_cost_centres_on_ledger,cost_centre_name,narration,destination,currency,amount_absolute,amount_tally_signed,debit_credit_flag,signed_amount_debit_positive,pan,pan_derived_from_gstin,gstin,udyam_registration_number,msme_enterprise_category,msme_activity_type,msme_effective_from,party_entity_type,bill_to_name,bill_to_address,bill_to_state,bill_to_pin,ship_to_name,ship_to_address,ship_to_state,ship_to_pin,delivery_same_as_consignee,dispatch_same_as_consignor,eway_consignor_address,eway_consignee_address,e_way_bill_number,e_way_bill_date,e_invoice_irn,e_invoice_ack_number,e_invoice_ack_date,is_reverse_charge_applicable,is_unregistered_rcm,stock_item_name,stock_group_name,godown_name,batch_name,quantity,rate,inventory_amount,line_index,inventory_line_index,bill_line_index,ledger_opening_balance,tax_type,stock_opening_balance,stock_opening_value,bill_name,bill_date,bill_amount,bill_allocated_amount,bill_type,batch_mfg_date,batch_expiry_period,batch_tracking_number,batch_order_no,party_invoice_no,party_invoice_date,original_voucher_number,original_voucher_date,agreement_order_no,goods_vehicle_number,reference
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32e:00000040|0|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32e:00000040,2025-08-02,Receipt,17,As Voucher,Cash,Gujarat Registration,Gujarat,Cash,,Cash-in-Hand,Current Assets,Yes,No,,,,?,4177.00,-4177.00,Dr,4177.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,0,-1,0,-578800.00,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32e:00000040|1|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32e:00000040,2025-08-02,Receipt,17,As Voucher,Cash,Gujarat Registration,Gujarat,Customer1,,Sundry Debtors,Current Assets,Yes,No,,,,?,4177.00,4177.00,Cr,-4177.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,1,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32e:00000048|0|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32e:00000048,2025-08-02,Payment,21,As Voucher,Vendor,Gujarat Registration,Gujarat,Vendor,,Sundry Creditors,Current Liabilities,Yes,No,,,,?,9559.00,-9559.00,Dr,9559.00,,,,,Micro,Unknown,20250401,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,0,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32e:00000048|1|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32e:00000048,2025-08-02,Payment,21,As Voucher,Vendor,Gujarat Registration,Gujarat,Cash,,Cash-in-Hand,Current Assets,Yes,No,,,,?,9559.00,9559.00,Cr,-9559.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,1,-1,0,-578800.00,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b34b:00000008|0|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b34b:00000008,2025-08-31,Purchase,11,As Voucher,Vendor,Gujarat Registration,Gujarat,Vendor,,Sundry Creditors,Current Liabilities,Yes,No,,,,?,67136.10,67136.10,Cr,-67136.10,,,,,Micro,Unknown,20250401,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,0,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b34b:00000008|1|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b34b:00000008,2025-08-31,Purchase,11,As Voucher,Vendor,Gujarat Registration,Gujarat,Purchases,,Purchase Accounts,Purchase Accounts,No,Yes,,,,?,56895.00,-56895.00,Dr,56895.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,Keyboard,Computer and Accessories,Main Location,Primary Batch,15 Nos,3793.00/Nos,-56895.00,1,0,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b34b:00000008|2|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b34b:00000008,2025-08-31,Purchase,11,As Voucher,Vendor,Gujarat Registration,Gujarat,IGST,,Current Liabilities,Current Liabilities,No,No,,,,?,10241.10,-10241.10,Dr,10241.10,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,2,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b34b:00000010|0|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b34b:00000010,2025-08-31,Receipt,20,As Voucher,Cash,Gujarat Registration,Gujarat,Cash,,Cash-in-Hand,Current Assets,Yes,No,,,,?,1261.00,-1261.00,Dr,1261.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,0,-1,0,-578800.00,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b34b:00000010|1|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b34b:00000010,2025-08-31,Receipt,20,As Voucher,Cash,Gujarat Registration,Gujarat,Customer1,,Sundry Debtors,Current Assets,Yes,No,,,,?,1261.00,1261.00,Cr,-1261.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,1,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b34b:00000018|0|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b34b:00000018,2025-08-31,Payment,4,As Voucher,Vendor,Gujarat Registration,Gujarat,Vendor,,Sundry Creditors,Current Liabilities,Yes,No,,,,?,1256.00,-1256.00,Dr,1256.00,,,,,Micro,Unknown,20250401,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,0,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b34b:00000018|1|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b34b:00000018,2025-08-31,Payment,4,As Voucher,Vendor,Gujarat Registration,Gujarat,Cash,,Cash-in-Hand,Current Assets,Yes,No,,,,?,1256.00,1256.00,Cr,-1256.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,1,-1,0,-578800.00,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b34c:00000008|0|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b34c:00000008,2025-09-01,Sales,27,As Voucher,Customer1,Gujarat Registration,Gujarat,Customer1,,Sundry Debtors,Current Assets,Yes,No,,,,?,32850.02,-32850.02,Dr,32850.02,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,0,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b34c:00000008|1|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b34c:00000008,2025-09-01,Sales,27,As Voucher,Customer1,Gujarat Registration,Gujarat,Sales,,Sales Accounts,Sales Accounts,No,Yes,,,,?,27839.00,27839.00,Cr,-27839.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,Keyboard,Computer and Accessories,Main Location,Primary Batch,-7 Nos,3977.00/Nos,27839.00,1,0,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b34c:00000008|2|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b34c:00000008,2025-09-01,Sales,27,As Voucher,Customer1,Gujarat Registration,Gujarat,CGST,,Current Liabilities,Current Liabilities,No,No,,,,?,5011.02,5011.02,Cr,-5011.02,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,2,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b34c:00000010|0|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b34c:00000010,2025-09-01,Purchase,1,As Voucher,Vendor 2,Gujarat Registration,Gujarat,Vendor 2,,Sundry Creditors,Current Liabilities,Yes,No,,,,?,51117.60,51117.60,Cr,-51117.60,,,24,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,0,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b34c:00000010|1|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b34c:00000010,2025-09-01,Purchase,1,As Voucher,Vendor 2,Gujarat Registration,Gujarat,Purchases,,Purchase Accounts,Purchase Accounts,No,Yes,,,,?,43320.00,-43320.00,Dr,43320.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,Keyboard,Computer and Accessories,Main Location,Primary Batch,20 Nos,2166.00/Nos,-43320.00,1,0,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b34c:00000010|2|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b34c:00000010,2025-09-01,Purchase,1,As Voucher,Vendor 2,Gujarat Registration,Gujarat,IGST,,Current Liabilities,Current Liabilities,No,No,,,,?,7797.60,-7797.60,Dr,7797.60,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,2,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b34c:00000018|0|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b34c:00000018,2025-09-01,Receipt,4,As Voucher,Cash,Gujarat Registration,Gujarat,Cash,,Cash-in-Hand,Current Assets,Yes,No,,,,?,949.00,-949.00,Dr,949.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,0,-1,0,-578800.00,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b34c:00000018|1|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b34c:00000018,2025-09-01,Receipt,4,As Voucher,Cash,Gujarat Registration,Gujarat,Customer1,,Sundry Debtors,Current Assets,Yes,No,,,,?,949.00,949.00,Cr,-949.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,1,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b34c:00000020|0|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b34c:00000020,2025-09-01,Receipt,14,As Voucher,Cash,Gujarat Registration,Gujarat,Cash,,Cash-in-Hand,Current Assets,Yes,No,,,,?,6101.00,-6101.00,Dr,6101.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,0,-1,0,-578800.00,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b34c:00000020|1|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b34c:00000020,2025-09-01,Receipt,14,As Voucher,Cash,Gujarat Registration,Gujarat,Customer2,,Sundry Debtors,Current Assets,Yes,No,,,,?,6101.00,6101.00,Cr,-6101.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,1,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b34c:00000028|0|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b34c:00000028,2025-09-01,Payment,9,As Voucher,Vendor 2,Gujarat Registration,Gujarat,Vendor 2,,Sundry Creditors,Current Liabilities,Yes,No,,,,?,4712.00,-4712.00,Dr,4712.00,,,24,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,0,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b34c:00000028|1|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b34c:00000028,2025-09-01,Payment,9,As Voucher,Vendor 2,Gujarat Registration,Gujarat,Cash,,Cash-in-Hand,Current Assets,Yes,No,,,,?,4712.00,4712.00,Cr,-4712.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,1,-1,0,-578800.00,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b34d:00000008|0|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b34d:00000008,2025-09-02,Sales,8,As Voucher,Customer2,Gujarat Registration,Gujarat,Customer2,,Sundry Debtors,Current Assets,Yes,No,,,,?,2768.28,-2768.28,Dr,2768.28,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,0,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b34d:00000008|1|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b34d:00000008,2025-09-02,Sales,8,As Voucher,Customer2,Gujarat Registration,Gujarat,Sales,,Sales Accounts,Sales Accounts,No,Yes,,,,?,2346.00,2346.00,Cr,-2346.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,Keyboard,Computer and Accessories,Main Location,Primary Batch,-6 Nos,391.00/Nos,2346.00,1,0,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b34d:00000008|2|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b34d:00000008,2025-09-02,Sales,8,As Voucher,Customer2,Gujarat Registration,Gujarat,CGST,,Current Liabilities,Current Liabilities,No,No,,,,?,422.28,422.28,Cr,-422.28,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,2,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b34d:00000010|0|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b34d:00000010,2025-09-02,Purchase,9,As Voucher,Vendor,Gujarat Registration,Gujarat,Vendor,,Sundry Creditors,Current Liabilities,Yes,No,,,,?,209450.00,209450.00,Cr,-209450.00,,,,,Micro,Unknown,20250401,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,0,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b34d:00000010|1|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b34d:00000010,2025-09-02,Purchase,9,As Voucher,Vendor,Gujarat Registration,Gujarat,Purchases,,Purchase Accounts,Purchase Accounts,No,Yes,,,,?,177500.00,-177500.00,Dr,177500.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,Keyboard,Computer and Accessories,Main Location,Primary Batch,50 Nos,3550.00/Nos,-177500.00,1,0,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b34d:00000010|2|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b34d:00000010,2025-09-02,Purchase,9,As Voucher,Vendor,Gujarat Registration,Gujarat,SGST,,Current Liabilities,Current Liabilities,No,No,,,,?,31950.00,-31950.00,Dr,31950.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,2,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b34d:00000018|0|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b34d:00000018,2025-09-02,Purchase,14,As Voucher,Vendor,Gujarat Registration,Gujarat,Vendor,,Sundry Creditors,Current Liabilities,Yes,No,,,,?,138919.04,138919.04,Cr,-138919.04,,,,,Micro,Unknown,20250401,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,0,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b34d:00000018|1|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b34d:00000018,2025-09-02,Purchase,14,As Voucher,Vendor,Gujarat Registration,Gujarat,Purchases,,Purchase Accounts,Purchase Accounts,No,Yes,,,,?,117728.00,-117728.00,Dr,117728.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,Keyboard,Computer and Accessories,Main Location,Primary Batch,32 Nos,3679.00/Nos,-117728.00,1,0,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b34d:00000018|2|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b34d:00000018,2025-09-02,Purchase,14,As Voucher,Vendor,Gujarat Registration,Gujarat,SGST,,Current Liabilities,Current Liabilities,No,No,,,,?,21191.04,-21191.04,Dr,21191.04,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,2,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b34d:00000020|0|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b34d:00000020,2025-09-02,Purchase,15,As Voucher,Vendor 2,Gujarat Registration,Gujarat,Vendor 2,,Sundry Creditors,Current Liabilities,Yes,No,,,,?,38614.32,38614.32,Cr,-38614.32,,,24,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,0,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b34d:00000020|1|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b34d:00000020,2025-09-02,Purchase,15,As Voucher,Vendor 2,Gujarat Registration,Gujarat,Purchases,,Purchase Accounts,Purchase Accounts,No,Yes,,,,?,32724.00,-32724.00,Dr,32724.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,Mouse,Computer and Accessories,Main Location,Primary Batch,27 Nos,1212.00/Nos,-32724.00,1,0,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b34d:00000020|2|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b34d:00000020,2025-09-02,Purchase,15,As Voucher,Vendor 2,Gujarat Registration,Gujarat,CGST,,Current Liabilities,Current Liabilities,No,No,,,,?,5890.32,-5890.32,Dr,5890.32,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,2,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b34d:00000028|0|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b34d:00000028,2025-09-02,Receipt,30,As Voucher,Cash,Gujarat Registration,Gujarat,Cash,,Cash-in-Hand,Current Assets,Yes,No,,,,?,8298.00,-8298.00,Dr,8298.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,0,-1,0,-578800.00,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b34d:00000028|1|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b34d:00000028,2025-09-02,Receipt,30,As Voucher,Cash,Gujarat Registration,Gujarat,Customer1,,Sundry Debtors,Current Assets,Yes,No,,,,?,8298.00,8298.00,Cr,-8298.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,1,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b36a:00000008|0|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b36a:00000008,2025-10-01,Sales,5,As Voucher,Customer2,Gujarat Registration,Gujarat,Customer2,,Sundry Debtors,Current Assets,Yes,No,,,,?,3846.80,-3846.80,Dr,3846.80,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,0,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b36a:00000008|1|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b36a:00000008,2025-10-01,Sales,5,As Voucher,Customer2,Gujarat Registration,Gujarat,Sales,,Sales Accounts,Sales Accounts,No,Yes,,,,?,3260.00,3260.00,Cr,-3260.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,Mouse,Computer and Accessories,Main Location,Primary Batch,-2 Nos,1630.00/Nos,3260.00,1,0,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b36a:00000008|2|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b36a:00000008,2025-10-01,Sales,5,As Voucher,Customer2,Gujarat Registration,Gujarat,SGST,,Current Liabilities,Current Liabilities,No,No,,,,?,586.80,586.80,Cr,-586.80,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,2,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b36a:00000010|0|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b36a:00000010,2025-10-01,Sales,26,As Voucher,Customer2,Gujarat Registration,Gujarat,Customer2,,Sundry Debtors,Current Assets,Yes,No,,,,?,28721.20,-28721.20,Dr,28721.20,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,0,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b36a:00000010|1|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b36a:00000010,2025-10-01,Sales,26,As Voucher,Customer2,Gujarat Registration,Gujarat,Sales,,Sales Accounts,Sales Accounts,No,Yes,,,,?,24340.00,24340.00,Cr,-24340.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,Mouse,Computer and Accessories,Main Location,Primary Batch,-5 Nos,4868.00/Nos,24340.00,1,0,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b36a:00000010|2|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b36a:00000010,2025-10-01,Sales,26,As Voucher,Customer2,Gujarat Registration,Gujarat,CGST,,Current Liabilities,Current Liabilities,No,No,,,,?,4381.20,4381.20,Cr,-4381.20,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,2,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b36a:00000018|0|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b36a:00000018,2025-10-01,Purchase,31,As Voucher,Vendor,Gujarat Registration,Gujarat,Vendor,,Sundry Creditors,Current Liabilities,Yes,No,,,,?,25425.46,25425.46,Cr,-25425.46,,,,,Micro,Unknown,20250401,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,0,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b36a:00000018|1|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b36a:00000018,2025-10-01,Purchase,31,As Voucher,Vendor,Gujarat Registration,Gujarat,Purchases,,Purchase Accounts,Purchase Accounts,No,Yes,,,,?,21547.00,-21547.00,Dr,21547.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,Keyboard,Computer and Accessories,Main Location,Primary Batch,29 Nos,743.00/Nos,-21547.00,1,0,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b36a:00000018|2|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b36a:00000018,2025-10-01,Purchase,31,As Voucher,Vendor,Gujarat Registration,Gujarat,SGST,,Current Liabilities,Current Liabilities,No,No,,,,?,3878.46,-3878.46,Dr,3878.46,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,2,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b36a:00000020|0|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b36a:00000020,2025-10-01,Receipt,19,As Voucher,Cash,Gujarat Registration,Gujarat,Cash,,Cash-in-Hand,Current Assets,Yes,No,,,,?,826.00,-826.00,Dr,826.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,0,-1,0,-578800.00,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b36a:00000020|1|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b36a:00000020,2025-10-01,Receipt,19,As Voucher,Cash,Gujarat Registration,Gujarat,Customer1,,Sundry Debtors,Current Assets,Yes,No,,,,?,826.00,826.00,Cr,-826.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,1,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b36a:00000028|0|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b36a:00000028,2025-10-01,Payment,2,As Voucher,Vendor,Gujarat Registration,Gujarat,Vendor,,Sundry Creditors,Current Liabilities,Yes,No,,,,?,2807.00,-2807.00,Dr,2807.00,,,,,Micro,Unknown,20250401,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,0,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b36a:00000028|1|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b36a:00000028,2025-10-01,Payment,2,As Voucher,Vendor,Gujarat Registration,Gujarat,Cash,,Cash-in-Hand,Current Assets,Yes,No,,,,?,2807.00,2807.00,Cr,-2807.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,1,-1,0,-578800.00,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b36b:00000008|0|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b36b:00000008,2025-10-02,Sales,2,As Voucher,Customer2,Gujarat Registration,Gujarat,Customer2,,Sundry Debtors,Current Assets,Yes,No,,,,?,8156.16,-8156.16,Dr,8156.16,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,0,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b36b:00000008|1|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b36b:00000008,2025-10-02,Sales,2,As Voucher,Customer2,Gujarat Registration,Gujarat,Sales,,Sales Accounts,Sales Accounts,No,Yes,,,,?,6912.00,6912.00,Cr,-6912.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,Mouse,Computer and Accessories,Main Location,Primary Batch,-9 Nos,768.00/Nos,6912.00,1,0,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b36b:00000008|2|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b36b:00000008,2025-10-02,Sales,2,As Voucher,Customer2,Gujarat Registration,Gujarat,IGST,,Current Liabilities,Current Liabilities,No,No,,,,?,1244.16,1244.16,Cr,-1244.16,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,2,-1,0,,Others,,,,,,,,,,,,,,,,,,
